id,product,category,quantity,unit_price,region,sales_rep,total
7696,Tablet,Furniture,4.0,1277.81,West,Carol,5111.24
7697,Keyboard,Electronics,1.0,1363.86,East,Eve,1363.86
7698,Tablet,Furniture,4.0,423.47,North,Bob,1693.88
7699,Phone,Electronics,3.0,845.23,East,,2535.69
7700,Desk,Office,2.0,429.06,West,Alice,858.12
7701,Laptop,Furniture,3.0,953.52,,Dave,2860.56
7702,Chair,Furniture,5.0,1486.38,West,Alice,7431.900000000001
7703,Chair,Office,5.0,1307.06,West,Bob,6535.299999999999
7704,Monitor,Electronics,4.0,1458.37,East,Alice,5833.48
7705,Monitor,Electronics,4.0,1473.7,North,Dave,5894.8
7706,Mouse,Office,2.0,7.62,South,Carol,15.24
7707,Keyboard,Electronics,2.0,912.54,West,Eve,1825.08
7708,Mouse,Office,1.0,1453.67,South,Eve,1453.67
7709,Mouse,Furniture,3.0,1041.67,South,Alice,3125.01
7710,Laptop,Furniture,1.0,50.69,North,Carol,50.69
7711,Phone,Electronics,5.0,202.18,East,Dave,1010.9000000000001
7712,Desk,Office,2.0,389.41,North,Bob,778.82
7713,Desk,Office,2.0,1181.97,West,,2363.94
7714,Mouse,Electronics,3.0,1483.08,West,Carol,4449.24
7715,Laptop,Electronics,2.0,887.64,South,Eve,1775.28
7716,Keyboard,Office,2.0,1101.89,North,Alice,2203.78
7717,Chair,Office,2.0,1032.79,North,,2065.58
7718,Chair,Furniture,5.0,154.45,West,Bob,772.25
7719,Keyboard,Office,,1141.53,,Bob,
7720,Monitor,Furniture,3.0,673.68,,Alice,2021.04
7721,Desk,Electronics,1.0,1168.08,South,Eve,1168.08
7722,Chair,Furniture,2.0,1066.17,East,,2132.34
7723,Keyboard,Furniture,5.0,392.08,East,Alice,1960.3999999999999
7724,Desk,Furniture,3.0,333.08,,,999.24
7725,Laptop,Furniture,5.0,1248.07,East,Eve,6240.349999999999
7726,Desk,Office,1.0,639.49,,Carol,639.49
7727,Phone,Electronics,2.0,724.62,West,,1449.24
7728,Desk,Office,5.0,8.64,South,Alice,43.2
7729,Tablet,Furniture,1.0,417.78,East,,417.78
7730,Mouse,Furniture,3.0,1396.21,South,Eve,4188.63
7731,Phone,Office,2.0,113.5,East,Bob,227.0
7732,Tablet,Furniture,,276.85,,,
7733,Desk,Electronics,3.0,859.97,South,Dave,2579.91
7734,Chair,Office,4.0,747.16,North,,2988.64
7735,Keyboard,Office,5.0,774.73,North,Bob,3873.65
7736,Desk,Office,,636.6,South,Alice,
7737,Keyboard,Electronics,1.0,121.67,East,Eve,121.67
7738,Laptop,Office,4.0,1335.23,West,Bob,5340.92
7739,Mouse,Furniture,1.0,1216.63,South,Eve,1216.63
7740,Tablet,Electronics,3.0,1382.32,North,Bob,4146.96
7741,Chair,Electronics,,964.63,South,,
7742,Desk,Office,3.0,1313.76,,Alice,3941.2799999999997
7743,Keyboard,Electronics,1.0,1239.63,South,Bob,1239.63
7744,Keyboard,Office,3.0,1291.47,East,Dave,3874.41
7745,Mouse,Furniture,2.0,1440.46,South,,2880.92
7746,Phone,Furniture,3.0,756.28,West,,2268.84
7747,Desk,Electronics,2.0,488.31,North,Bob,976.62
7748,Phone,Electronics,4.0,131.92,South,Alice,527.68
7749,Chair,Electronics,3.0,946.75,South,Bob,2840.25
7750,Desk,Electronics,4.0,28.7,South,Bob,114.8
7751,Chair,Furniture,3.0,1087.82,East,Carol,3263.46
7752,Mouse,Furniture,1.0,23.8,West,Eve,23.8
7753,Laptop,Office,2.0,487.81,South,Eve,975.62
7754,Phone,Office,,788.93,North,Eve,
7755,Monitor,Electronics,3.0,1358.94,North,Carol,4076.82
7756,Laptop,Electronics,,144.51,,Bob,
7757,Desk,Furniture,2.0,1208.0,East,Eve,2416.0
7758,Monitor,Office,2.0,102.58,West,Dave,205.16
7759,Phone,Furniture,5.0,343.77,South,,1718.85
7760,Desk,Furniture,2.0,1404.32,South,Eve,2808.64
7761,Phone,Electronics,1.0,573.07,East,Dave,573.07
7762,Tablet,Office,,195.36,South,Eve,
7763,Desk,Electronics,,1240.01,West,,
7764,Mouse,Office,3.0,935.04,West,Bob,2805.12
7765,Phone,Office,5.0,1015.58,South,Alice,5077.900000000001
7766,Laptop,Furniture,5.0,356.38,,Carol,1781.9
7767,Phone,Office,5.0,1073.88,East,Bob,5369.400000000001
7768,Phone,Furniture,3.0,259.94,North,Bob,779.8199999999999
7769,Chair,Office,4.0,1329.01,South,Eve,5316.04
7770,Chair,Furniture,3.0,521.77,West,Dave,1565.31
7771,Keyboard,Furniture,5.0,1096.95,,Eve,5484.75
7772,Tablet,Furniture,,415.49,,Eve,
7773,Monitor,Furniture,4.0,1331.35,East,Carol,5325.4
7774,Desk,Electronics,4.0,650.2,North,,2600.8
7775,Monitor,Electronics,5.0,395.3,East,Alice,1976.5
7776,Monitor,Electronics,4.0,1202.52,West,Carol,4810.08
7777,Laptop,Furniture,2.0,1271.55,East,Dave,2543.1
7778,Monitor,Office,3.0,826.86,East,Alice,2480.58
7779,Phone,Furniture,4.0,1339.45,East,Bob,5357.8
7780,Mouse,Office,4.0,640.95,West,Eve,2563.8
7781,Chair,Office,1.0,430.02,,,430.02
7782,Keyboard,Office,4.0,1218.43,North,Bob,4873.72
7783,Mouse,Electronics,1.0,98.89,South,Alice,98.89
7784,Tablet,Electronics,5.0,662.22,South,Alice,3311.1000000000004
7785,Monitor,Electronics,5.0,823.91,East,Carol,4119.55
7786,Mouse,Furniture,4.0,165.68,South,Alice,662.72
7787,Desk,Office,,1277.81,,Bob,
7788,Keyboard,Electronics,,153.13,East,Bob,
7789,Tablet,Electronics,5.0,588.77,,Alice,2943.85
7790,Tablet,Office,1.0,115.92,West,Eve,115.92
7791,Mouse,Office,,1160.78,South,,
7792,Desk,Electronics,1.0,570.39,East,Eve,570.39
7793,Desk,Office,2.0,597.52,South,,1195.04
7794,Keyboard,Electronics,3.0,1244.13,East,Eve,3732.3900000000003
7795,Laptop,Office,,989.78,South,Bob,
7796,Monitor,Furniture,2.0,636.75,West,Alice,1273.5
7797,Chair,Office,3.0,899.56,,,2698.68
7798,Desk,Electronics,4.0,382.37,,,1529.48
7799,Phone,Office,3.0,1245.42,West,Carol,3736.26
7800,Chair,Office,,1374.48,West,Eve,
7801,Mouse,Office,3.0,871.38,North,Dave,2614.14
7802,Monitor,Electronics,2.0,214.76,,Eve,429.52
7803,Tablet,Furniture,2.0,597.17,South,Carol,1194.34
7804,Desk,Furniture,,1486.35,North,Carol,
7805,Desk,Office,2.0,597.2,,Bob,1194.4
7806,Laptop,Electronics,1.0,653.55,South,Eve,653.55
7807,Mouse,Office,1.0,1412.7,South,Bob,1412.7
7808,Mouse,Electronics,5.0,1036.74,West,Carol,5183.7
7809,Desk,Furniture,3.0,1073.64,West,Alice,3220.92
7810,Laptop,Furniture,4.0,1125.98,South,Carol,4503.92
7811,Tablet,Electronics,3.0,1067.18,,Eve,3201.54
7812,Phone,Office,1.0,1440.21,South,Eve,1440.21
7813,Laptop,Electronics,5.0,330.8,South,Eve,1654.0
7814,Tablet,Furniture,,478.24,,Dave,
7815,Tablet,Electronics,2.0,968.11,North,Carol,1936.22
7816,Keyboard,Electronics,3.0,1491.16,West,Bob,4473.4800000000005
7817,Chair,Electronics,3.0,1245.84,South,,3737.5199999999995
7818,Tablet,Electronics,5.0,777.69,,Dave,3888.4500000000003
7819,Chair,Electronics,3.0,544.05,,Bob,1632.1499999999999
7820,Tablet,Office,4.0,747.19,North,Dave,2988.76
7821,Keyboard,Furniture,,1317.94,,Dave,
7822,Desk,Electronics,1.0,637.46,South,Eve,637.46
7823,Mouse,Furniture,1.0,12.09,West,Alice,12.09
7824,Monitor,Electronics,3.0,58.03,South,Alice,174.09
7825,Monitor,Office,2.0,233.72,East,Dave,467.44
7826,Desk,Furniture,3.0,490.65,East,Alice,1471.9499999999998
7827,Laptop,Furniture,1.0,869.63,,Bob,869.63
7828,Keyboard,Electronics,4.0,1282.67,,,5130.68
7829,Chair,Office,3.0,33.55,West,Alice,100.64999999999999
7830,Laptop,Furniture,2.0,1190.35,South,Bob,2380.7
7831,Phone,Furniture,,1126.11,North,Alice,
7832,Laptop,Office,5.0,318.79,South,Eve,1593.95
7833,Phone,Furniture,4.0,1256.96,,Bob,5027.84
7834,Phone,Electronics,1.0,693.52,South,Dave,693.52
7835,Monitor,Office,5.0,1174.94,East,,5874.700000000001
7836,Phone,Electronics,,333.57,East,,
7837,Tablet,Electronics,4.0,1281.44,,Dave,5125.76
7838,Chair,Office,,1051.38,East,Bob,
7839,Mouse,Furniture,3.0,1345.22,,Eve,4035.66
7840,Keyboard,Furniture,2.0,644.45,West,Dave,1288.9
7841,Monitor,Office,4.0,285.63,East,Eve,1142.52
7842,Tablet,Electronics,,1475.94,East,,
7843,Phone,Electronics,1.0,491.58,,Dave,491.58
7844,Keyboard,Furniture,1.0,938.98,North,Carol,938.98
7845,Phone,Furniture,2.0,401.11,South,Carol,802.22
7846,Phone,Electronics,1.0,1178.28,,Carol,1178.28
7847,Chair,Office,5.0,833.69,West,Eve,4168.450000000001
7848,Phone,Office,4.0,207.91,West,Bob,831.64
7849,Mouse,Furniture,1.0,525.06,East,Bob,525.06
7850,Monitor,Electronics,3.0,224.75,West,Bob,674.25
7851,Laptop,Office,,781.99,East,Eve,
7852,Monitor,Furniture,,93.18,West,Eve,
7853,Monitor,Furniture,5.0,1248.78,South,Bob,6243.9
7854,Tablet,Furniture,5.0,881.72,,Dave,4408.6
7855,Tablet,Electronics,5.0,551.71,North,Carol,2758.55
7856,Laptop,Electronics,5.0,1141.43,West,Carol,5707.150000000001
7857,Chair,Electronics,4.0,1138.68,East,,4554.72
7858,Phone,Furniture,3.0,24.47,,Bob,73.41
7859,Tablet,Office,3.0,36.44,North,,109.32
7860,Desk,Electronics,1.0,32.38,North,Alice,32.38
7861,Laptop,Office,,1071.45,North,Bob,
7862,Desk,Furniture,1.0,1259.38,South,Dave,1259.38
7863,Desk,Furniture,1.0,924.43,East,,924.43
7864,Desk,Furniture,1.0,430.6,West,Alice,430.6
7865,Chair,Furniture,,1131.29,East,,
7866,Laptop,Electronics,3.0,334.73,East,Bob,1004.19
7867,Laptop,Office,4.0,82.91,North,Alice,331.64
7868,Desk,Furniture,3.0,1334.96,South,Bob,4004.88
7869,Chair,Furniture,4.0,717.83,North,Eve,2871.32
7870,Laptop,Office,4.0,162.41,North,Carol,649.64
7871,Tablet,Electronics,5.0,371.5,,Carol,1857.5
7872,Keyboard,Furniture,1.0,353.28,North,Dave,353.28
7873,Monitor,Electronics,4.0,1487.05,South,Dave,5948.2
7874,Desk,Electronics,,520.88,,Eve,
7875,Mouse,Office,5.0,1184.44,North,Alice,5922.200000000001
7876,Phone,Electronics,5.0,1345.44,,,6727.200000000001
7877,Chair,Electronics,4.0,676.42,South,Carol,2705.68
7878,Phone,Furniture,2.0,633.95,,Carol,1267.9
7879,Phone,Furniture,,546.79,East,Carol,
7880,Mouse,Office,5.0,1300.47,North,Alice,6502.35
7881,Phone,Electronics,5.0,740.01,,Alice,3700.05
7882,Mouse,Electronics,5.0,492.55,South,Carol,2462.75
7883,Monitor,Furniture,3.0,1275.53,West,,3826.59
7884,Keyboard,Electronics,,850.27,East,Bob,
7885,Phone,Electronics,1.0,10.77,West,Bob,10.77
7886,Chair,Electronics,3.0,1307.62,South,Carol,3922.8599999999997
7887,Laptop,Electronics,4.0,1178.5,,,4714.0
7888,Mouse,Office,2.0,1070.84,North,Carol,2141.68
7889,Desk,Office,2.0,934.93,North,Bob,1869.86
7890,Phone,Office,1.0,1179.5,West,,1179.5
7891,Monitor,Electronics,1.0,954.25,East,Bob,954.25
7892,Phone,Office,3.0,659.16,South,Carol,1977.48
7893,Tablet,Electronics,2.0,894.52,East,Carol,1789.04
7894,Phone,Electronics,1.0,285.55,North,Dave,285.55
7895,Chair,Furniture,1.0,855.42,South,Carol,855.42
7896,Tablet,Furniture,,855.79,West,Bob,
7897,Tablet,Furniture,,217.63,East,Dave,
7898,Keyboard,Electronics,3.0,1199.43,West,Alice,3598.29
7899,Tablet,Office,1.0,496.62,North,Dave,496.62
7900,Mouse,Electronics,1.0,915.07,North,Bob,915.07
7901,Chair,Furniture,4.0,854.6,,Carol,3418.4
7902,Chair,Office,1.0,771.24,South,Alice,771.24
7903,Chair,Office,2.0,1037.8,South,Alice,2075.6
7904,Tablet,Electronics,,905.45,East,Carol,
7905,Chair,Electronics,1.0,1188.32,East,Bob,1188.32
7906,Chair,Electronics,2.0,972.26,West,Dave,1944.52
7907,Tablet,Electronics,2.0,124.01,East,,248.02
7908,Tablet,Office,4.0,976.59,West,Dave,3906.36
7909,Mouse,Office,,14.37,North,Bob,
7910,Monitor,Electronics,5.0,670.22,,Alice,3351.1000000000004
7911,Laptop,Furniture,,1319.18,East,Eve,
7912,Monitor,Electronics,5.0,365.02,,Alice,1825.1
7913,Monitor,Furniture,1.0,536.54,South,,536.54
7914,Desk,Furniture,,1066.79,North,Carol,
7915,Phone,Furniture,,275.55,East,,
7916,Laptop,Furniture,3.0,1236.08,East,Alice,3708.24
7917,Keyboard,Electronics,2.0,869.85,North,Alice,1739.7
7918,Chair,Furniture,4.0,663.11,North,Dave,2652.44
7919,Desk,Electronics,4.0,459.23,East,,1836.92
7920,Mouse,Electronics,4.0,1281.59,South,Eve,5126.36
7921,Monitor,Office,1.0,650.37,,Eve,650.37
7922,Chair,Furniture,2.0,263.15,North,Dave,526.3
7923,Laptop,Electronics,4.0,109.93,,Bob,439.72
7924,Keyboard,Office,3.0,1172.56,,Dave,3517.68
7925,Chair,Electronics,1.0,885.1,,Bob,885.1
7926,Chair,Office,1.0,11.17,East,,11.17
7927,Laptop,Office,4.0,525.17,West,Carol,2100.68
7928,Monitor,Furniture,5.0,1149.67,West,Bob,5748.35
7929,Monitor,Electronics,1.0,402.15,West,Dave,402.15
7930,Phone,Office,5.0,688.7,North,Bob,3443.5
7931,Monitor,Office,5.0,235.36,North,Alice,1176.8000000000002
7932,Laptop,Electronics,,1274.63,South,Dave,
7933,Tablet,Furniture,4.0,1227.91,East,Alice,4911.64
7934,Mouse,Furniture,,776.44,South,,
7935,Mouse,Office,4.0,996.21,South,,3984.84
7936,Laptop,Furniture,3.0,358.12,North,Carol,1074.3600000000001
7937,Chair,Electronics,4.0,835.25,South,Eve,3341.0
7938,Monitor,Furniture,2.0,689.38,,Dave,1378.76
7939,Monitor,Furniture,2.0,705.06,,Carol,1410.12
7940,Chair,Office,5.0,433.09,,Carol,2165.45
7941,Monitor,Furniture,5.0,795.97,North,,3979.8500000000004
7942,Keyboard,Electronics,2.0,875.09,East,Dave,1750.18
7943,Chair,Electronics,2.0,255.28,,Carol,510.56
7944,Desk,Office,2.0,120.37,East,Alice,240.74
7945,Desk,Furniture,1.0,44.05,East,,44.05
7946,Laptop,Furniture,2.0,1214.84,West,Eve,2429.68
7947,Desk,Furniture,2.0,304.01,North,,608.02
7948,Laptop,Office,2.0,1262.96,South,Alice,2525.92
7949,Laptop,Office,3.0,73.12,,Carol,219.36
7950,Mouse,Furniture,2.0,1074.5,South,,2149.0
7951,Keyboard,Office,2.0,461.73,East,Carol,923.46
7952,Phone,Electronics,3.0,261.7,North,Bob,785.0999999999999
7953,Mouse,Electronics,2.0,1192.12,North,Eve,2384.24
7954,Tablet,Furniture,1.0,305.82,West,Carol,305.82
7955,Tablet,Furniture,3.0,499.26,North,Carol,1497.78
7956,Mouse,Furniture,2.0,735.41,West,Alice,1470.82
7957,Chair,Furniture,4.0,1462.79,East,Dave,5851.16
7958,Phone,Furniture,1.0,531.32,West,Eve,531.32
7959,Phone,Furniture,1.0,570.29,East,Eve,570.29
7960,Desk,Furniture,3.0,1164.05,East,Carol,3492.1499999999996
7961,Chair,Electronics,1.0,526.0,West,Bob,526.0
7962,Laptop,Electronics,,1319.0,South,Dave,
7963,Laptop,Electronics,,1370.35,North,Carol,
7964,Monitor,Electronics,4.0,1033.97,East,Dave,4135.88
7965,Mouse,Furniture,3.0,106.44,North,Alice,319.32
7966,Monitor,Office,1.0,610.07,,Bob,610.07
7967,Tablet,Office,,300.66,South,Eve,
7968,Laptop,Electronics,2.0,956.67,East,Bob,1913.34
7969,Tablet,Electronics,4.0,1073.15,South,Alice,4292.6
7970,Desk,Furniture,3.0,906.5,,Alice,2719.5
7971,Desk,Electronics,5.0,954.81,South,Carol,4774.049999999999
7972,Laptop,Electronics,5.0,506.92,West,Dave,2534.6
7973,Chair,Furniture,,760.28,East,Alice,
7974,Monitor,Office,1.0,855.87,,Carol,855.87
7975,Laptop,Office,4.0,409.83,West,Eve,1639.32
7976,Desk,Electronics,,327.89,North,Dave,
7977,Laptop,Office,4.0,1274.05,South,Dave,5096.2
7978,Monitor,Electronics,2.0,536.56,East,,1073.12
7979,Mouse,Office,4.0,1479.3,West,,5917.2
7980,Tablet,Furniture,1.0,780.62,,Bob,780.62
7981,Tablet,Electronics,,1067.34,,Bob,
7982,Keyboard,Furniture,5.0,45.91,East,Dave,229.54999999999998
7983,Phone,Office,4.0,1326.31,,,5305.24
7984,Laptop,Office,4.0,804.0,North,Eve,3216.0
7985,Chair,Furniture,3.0,1264.37,,,3793.1099999999997
7986,Monitor,Office,,790.56,South,Dave,
7987,Tablet,Electronics,2.0,1345.35,South,Eve,2690.7
7988,Keyboard,Electronics,5.0,173.91,,Dave,869.55
7989,Desk,Furniture,2.0,997.45,East,Bob,1994.9
7990,Laptop,Furniture,4.0,1485.49,,,5941.96
7991,Tablet,Office,2.0,236.04,North,Carol,472.08
7992,Keyboard,Furniture,2.0,446.61,South,,893.22
7993,Keyboard,Electronics,1.0,397.71,South,Carol,397.71
7994,Chair,Furniture,1.0,717.74,West,Bob,717.74
7995,Tablet,Furniture,3.0,711.72,South,Eve,2135.16
7996,Desk,Office,,85.65,West,Bob,
7997,Keyboard,Furniture,1.0,969.17,,Bob,969.17
7998,Tablet,Office,3.0,1095.95,East,Dave,3287.8500000000004
7999,Tablet,Office,5.0,40.22,South,Dave,201.1
8000,Mouse,Furniture,3.0,720.12,South,Bob,2160.36
8001,Desk,Furniture,1.0,1219.57,East,Eve,1219.57
8002,Desk,Furniture,3.0,453.23,South,,1359.69
8003,Desk,Office,,338.58,,,
8004,Chair,Furniture,,34.9,North,Carol,
8005,Tablet,Furniture,3.0,211.11,West,,633.33
8006,Chair,Office,1.0,15.92,South,Eve,15.92
8007,Desk,Office,1.0,154.9,South,Bob,154.9
8008,Monitor,Electronics,3.0,1177.82,West,,3533.46
8009,Mouse,Office,1.0,1454.57,North,Alice,1454.57
8010,Mouse,Electronics,,104.59,North,,
8011,Keyboard,Furniture,1.0,1439.31,,,1439.31
8012,Keyboard,Electronics,3.0,384.41,South,,1153.23
8013,Phone,Electronics,5.0,246.17,,,1230.85
8014,Phone,Office,2.0,1451.22,South,Dave,2902.44
8015,Monitor,Furniture,4.0,548.55,South,Eve,2194.2
8016,Monitor,Office,,260.87,East,Eve,
8017,Tablet,Electronics,,1303.97,West,Carol,
8018,Monitor,Furniture,5.0,150.1,,Alice,750.5
8019,Monitor,Furniture,4.0,936.11,West,,3744.44
8020,Phone,Office,1.0,202.91,South,Eve,202.91
8021,Monitor,Furniture,1.0,968.5,North,Bob,968.5
8022,Tablet,Office,4.0,1219.44,,,4877.76
8023,Tablet,Office,4.0,738.16,East,Eve,2952.64
8024,Phone,Electronics,2.0,306.56,West,Dave,613.12
8025,Tablet,Electronics,2.0,949.16,South,Carol,1898.32
8026,Keyboard,Electronics,3.0,1169.09,South,,3507.2699999999995
8027,Desk,Furniture,5.0,305.01,South,Bob,1525.05
8028,Mouse,Electronics,3.0,682.29,North,Carol,2046.87
8029,Mouse,Office,5.0,435.04,West,Dave,2175.2000000000003
8030,Chair,Electronics,4.0,1333.86,North,Eve,5335.44
8031,Desk,Furniture,3.0,1197.5,,,3592.5
8032,Phone,Office,2.0,1039.86,,,2079.72
8033,Mouse,Office,1.0,1070.12,South,,1070.12
8034,Mouse,Office,4.0,1160.58,North,,4642.32
8035,Monitor,Furniture,5.0,698.16,,Eve,3490.7999999999997
8036,Laptop,Furniture,5.0,1002.27,West,Alice,5011.35
8037,Phone,Electronics,4.0,645.06,West,Dave,2580.24
8038,Monitor,Office,1.0,688.09,West,Carol,688.09
8039,Chair,Office,2.0,1331.07,West,,2662.14
8040,Phone,Electronics,3.0,265.06,North,Dave,795.1800000000001
8041,Desk,Furniture,,198.23,South,Dave,
8042,Desk,Office,,116.52,,,
8043,Chair,Office,5.0,1487.49,West,Carol,7437.45
8044,Phone,Electronics,5.0,1405.31,South,Eve,7026.549999999999
8045,Desk,Office,2.0,711.01,,Bob,1422.02
8046,Desk,Furniture,3.0,1009.48,West,Eve,3028.44
8047,Monitor,Office,4.0,1468.37,North,Carol,5873.48
8048,Laptop,Furniture,4.0,684.96,North,Dave,2739.84
8049,Tablet,Office,2.0,644.06,West,Eve,1288.12
8050,Laptop,Electronics,5.0,621.95,West,Bob,3109.75
8051,Mouse,Electronics,4.0,308.21,South,,1232.84
8052,Laptop,Office,3.0,303.21,West,Carol,909.6299999999999
8053,Phone,Furniture,5.0,127.8,East,Carol,639.0
8054,Desk,Office,3.0,1348.88,West,Dave,4046.6400000000003
8055,Monitor,Electronics,1.0,708.16,North,Dave,708.16
8056,Tablet,Electronics,5.0,1056.31,East,Alice,5281.549999999999
8057,Monitor,Furniture,4.0,854.4,,Bob,3417.6
8058,Laptop,Electronics,1.0,1371.02,South,Dave,1371.02
8059,Mouse,Office,5.0,840.73,,,4203.65
8060,Chair,Furniture,,740.35,,Bob,
8061,Tablet,Electronics,1.0,944.01,South,,944.01
8062,Mouse,Furniture,1.0,623.79,East,Alice,623.79
8063,Tablet,Electronics,,641.05,West,Carol,
8064,Monitor,Office,4.0,1366.24,East,Alice,5464.96
8065,Desk,Electronics,3.0,5.51,West,Carol,16.53
8066,Keyboard,Electronics,,1061.47,South,Bob,
8067,Keyboard,Office,5.0,1230.3,South,Dave,6151.5
8068,Monitor,Furniture,2.0,593.99,,,1187.98
8069,Tablet,Office,,1242.09,South,,
8070,Mouse,Electronics,,824.95,West,Carol,
8071,Tablet,Furniture,3.0,964.82,South,Alice,2894.46
8072,Keyboard,Furniture,4.0,82.68,West,Dave,330.72
8073,Desk,Furniture,3.0,233.58,,Dave,700.74
8074,Phone,Office,3.0,1161.99,,Eve,3485.9700000000003
8075,Keyboard,Electronics,5.0,689.21,South,,3446.05
8076,Keyboard,Office,,318.54,East,Bob,
8077,Laptop,Furniture,1.0,138.61,East,Alice,138.61
8078,Mouse,Furniture,2.0,333.75,East,Bob,667.5
8079,Tablet,Electronics,2.0,1012.15,East,Carol,2024.3
8080,Desk,Furniture,5.0,231.16,West,,1155.8
8081,Mouse,Electronics,1.0,372.88,South,Alice,372.88
8082,Desk,Office,,1261.5,North,Carol,
8083,Mouse,Furniture,,1459.1,,Eve,
8084,Tablet,Furniture,4.0,429.1,,Eve,1716.4
8085,Keyboard,Electronics,4.0,1146.66,,,4586.64
8086,Chair,Furniture,3.0,1382.15,East,Bob,4146.450000000001
8087,Laptop,Office,,491.69,,Dave,
8088,Desk,Office,1.0,669.32,North,,669.32
8089,Mouse,Office,1.0,432.97,North,Carol,432.97
8090,Chair,Office,5.0,101.6,North,Bob,508.0
8091,Tablet,Electronics,,1346.95,West,Bob,
8092,Tablet,Furniture,,1373.16,South,,
8093,Monitor,Electronics,3.0,671.4,North,Alice,2014.1999999999998
8094,Laptop,Furniture,1.0,186.55,East,Bob,186.55
8095,Mouse,Electronics,4.0,75.2,East,Alice,300.8
8096,Chair,Office,4.0,1440.88,North,Eve,5763.52
8097,Chair,Furniture,5.0,1346.46,West,Carol,6732.3
8098,Laptop,Electronics,,1479.29,East,Carol,
8099,Chair,Furniture,4.0,21.02,West,Carol,84.08
8100,Tablet,Office,4.0,943.45,South,Alice,3773.8
8101,Monitor,Office,2.0,529.94,East,Carol,1059.88
8102,Monitor,Electronics,,974.92,,Dave,
8103,Chair,Office,5.0,1174.52,North,Eve,5872.6
8104,Mouse,Office,5.0,793.15,South,Alice,3965.75
8105,Laptop,Office,5.0,1171.38,South,Dave,5856.900000000001
8106,Monitor,Electronics,,1064.88,East,,
8107,Desk,Electronics,,940.38,South,Eve,
8108,Desk,Office,4.0,537.05,North,,2148.2
8109,Phone,Office,3.0,488.84,West,Carol,1466.52
8110,Chair,Electronics,5.0,189.1,East,Alice,945.5
8111,Chair,Furniture,5.0,252.35,South,,1261.75
8112,Laptop,Office,2.0,810.38,North,Carol,1620.76
8113,Keyboard,Electronics,2.0,1270.08,South,Bob,2540.16
8114,Chair,Office,4.0,33.31,South,Eve,133.24
8115,Chair,Electronics,5.0,185.05,West,Carol,925.25
8116,Phone,Furniture,5.0,1175.21,South,Carol,5876.05
8117,Chair,Electronics,4.0,142.49,East,Dave,569.96
8118,Chair,Office,,506.36,North,Dave,
8119,Phone,Furniture,1.0,490.76,West,Dave,490.76
8120,Laptop,Furniture,5.0,524.13,East,Alice,2620.65
8121,Chair,Furniture,5.0,1257.34,West,Eve,6286.7
8122,Tablet,Furniture,,923.89,South,Eve,
8123,Tablet,Electronics,5.0,1395.28,,Alice,6976.4
8124,Tablet,Electronics,,1348.18,East,Eve,
8125,Keyboard,Electronics,5.0,1167.3,,,5836.5
8126,Desk,Office,5.0,950.16,,Carol,4750.8
8127,Mouse,Furniture,,1033.14,East,Dave,
8128,Desk,Furniture,,1388.94,South,Eve,
8129,Laptop,Furniture,5.0,1016.93,West,Alice,5084.65
8130,Monitor,Electronics,1.0,835.54,West,Eve,835.54
8131,Monitor,Electronics,1.0,1026.35,East,Carol,1026.35
8132,Laptop,Furniture,3.0,459.17,North,,1377.51
8133,Tablet,Electronics,5.0,1383.87,West,Bob,6919.349999999999
8134,Chair,Electronics,3.0,269.86,,Alice,809.58
8135,Laptop,Office,4.0,388.69,North,Eve,1554.76
8136,Monitor,Furniture,2.0,436.72,West,,873.44
8137,Tablet,Electronics,2.0,176.13,North,,352.26
8138,Monitor,Furniture,3.0,174.14,North,Bob,522.42
8139,Monitor,Office,1.0,1075.11,West,Alice,1075.11
8140,Phone,Office,,115.06,South,Carol,
8141,Keyboard,Electronics,,1354.13,North,Dave,
8142,Monitor,Furniture,3.0,1453.25,South,Carol,4359.75
8143,Laptop,Electronics,2.0,1048.71,West,,2097.42
8144,Mouse,Furniture,5.0,473.95,North,Eve,2369.75
8145,Tablet,Office,5.0,308.71,East,Carol,1543.55
8146,Mouse,Office,4.0,1100.85,West,Bob,4403.4
8147,Desk,Office,5.0,652.06,North,Carol,3260.2999999999997
8148,Laptop,Office,4.0,1345.91,North,Dave,5383.64
8149,Chair,Furniture,,991.41,North,Carol,
8150,Keyboard,Office,2.0,477.31,South,Alice,954.62
8151,Mouse,Furniture,4.0,586.32,,Bob,2345.28
8152,Keyboard,Electronics,5.0,536.33,North,Bob,2681.65
8153,Phone,Electronics,4.0,1479.13,South,Eve,5916.52
8154,Monitor,Furniture,2.0,465.17,West,,930.34
8155,Mouse,Office,4.0,548.27,East,Carol,2193.08
8156,Desk,Electronics,2.0,680.57,,,1361.14
8157,Tablet,Office,1.0,17.58,South,,17.58
8158,Mouse,Furniture,,943.5,North,Eve,
8159,Mouse,Office,3.0,614.93,,Dave,1844.79
8160,Chair,Electronics,3.0,590.74,East,Eve,1772.22
8161,Phone,Office,2.0,74.25,,Dave,148.5
8162,Chair,Furniture,3.0,375.67,South,Bob,1127.01
8163,Monitor,Furniture,2.0,1126.71,South,Dave,2253.42
8164,Phone,Office,,754.68,East,,
8165,Chair,Electronics,4.0,1007.98,South,Carol,4031.92
8166,Keyboard,Furniture,4.0,707.29,North,Carol,2829.16
